Frame,EMG1
1.00000000000000000000,0.00001282060000000000
1.00000000000000000000,0.00000416213000000000
1.00000000000000000000,-0.00000671907000000000
1.00000000000000000000,-0.00001404660000000000
1.00000000000000000000,-0.00001554500000000000
1.00000000000000000000,-0.00001127410000000000
1.00000000000000000000,-0.00000464353000000000
1.00000000000000000000,0.00000021104200000000
1.00000000000000000000,0.00000380452000000000
1.00000000000000000000,0.00000935104000000000
1.00000000000000000000,0.00001777150000000000
1.00000000000000000000,0.00002620090000000000
1.00000000000000000000,0.00003132600000000000
1.00000000000000000000,0.00003182790000000000
1.00000000000000000000,0.00003132640000000000
1.00000000000000000000,0.00003351390000000000
1.00000000000000000000,0.00003502250000000000
1.00000000000000000000,0.00003122800000000000
1.00000000000000000000,0.00002382170000000000
1.00000000000000000000,0.00001740840000000000
2.00000000000000000000,0.00001289770000000000
2.00000000000000000000,0.00000762596000000000
2.00000000000000000000,0.00000046287700000000
2.00000000000000000000,-0.00000744002000000000
2.00000000000000000000,-0.00001380090000000000
2.00000000000000000000,-0.00001812270000000000
2.00000000000000000000,-0.00002251670000000000
2.00000000000000000000,-0.00002510770000000000
2.00000000000000000000,-0.00002216500000000000
2.00000000000000000000,-0.00001135430000000000
2.00000000000000000000,0.00000356460000000000
2.00000000000000000000,0.00001901540000000000
2.00000000000000000000,0.00004073170000000000
2.00000000000000000000,0.00006910870000000000
2.00000000000000000000,0.00009373030000000001
2.00000000000000000000,0.00010654200000000000
2.00000000000000000000,0.00010859200000000001
2.00000000000000000000,0.00010105300000000000
2.00000000000000000000,0.00008562580000000000
2.00000000000000000000,0.00006981169999999999
3.00000000000000000000,0.00005825200000000000
3.00000000000000000000,0.00005116620000000000
3.00000000000000000000,0.00004682840000000000
3.00000000000000000000,0.00004063080000000000
3.00000000000000000000,0.00003035360000000000
3.00000000000000000000,0.00001911930000000000
3.00000000000000000000,0.00000927424000000000
3.00000000000000000000,-0.00000046886100000000
3.00000000000000000000,-0.00001070990000000000
3.00000000000000000000,-0.00001515330000000000
3.00000000000000000000,-0.00000502031000000000
3.00000000000000000000,0.00001917320000000000
3.00000000000000000000,0.00004103540000000000
3.00000000000000000000,0.00003885650000000000
3.00000000000000000000,0.00001655450000000000
3.00000000000000000000,-0.00000555117000000000
3.00000000000000000000,-0.00001937190000000000
3.00000000000000000000,-0.00002014290000000000
3.00000000000000000000,-0.00000411421000000000
3.00000000000000000000,0.00002607530000000000
